venue_id,venue_key,display_name,city,state,opened,closed,date_precision,identity_status,source_basis,notes
VEN-000363,william-and-mary-hall,William and Mary Hall,Williamsburg,VA,,,,RESEARCHED_SOUTH_CAROLINA_ONBOARDING,"South Carolina 2025-26 Records & History homecourt/year-by-year evidence; owner-supplied conference-tournament site reference; NCAA official attendance/site records; official schedule/host evidence for modern and NIT sites, as applicable.",Integrated from south-carolina research portfolio after current-main physical-identity rebase.
VEN-000364,arena-auditorium,Arena-Auditorium,Laramie,WY,,,,RESEARCHED_TEXAS_A_M_ONBOARDING,Texas A&M official records/schedules; owner-authorized conference tournament site workbook; official NCAA tournament history; targeted venue research.,Integrated from texas-a-m research portfolio after current-main physical-identity rebase.
VEN-000365,college-park-center,College Park Center,Arlington,TX,,,,RESEARCHED_TEXAS_A_M_ONBOARDING,Texas A&M official records/schedules; owner-authorized conference tournament site workbook; official NCAA tournament history; targeted venue research.,Integrated from texas-a-m research portfolio after current-main physical-identity rebase.
VEN-000366,deware-field-house,DeWare Field House,College Station,TX,,,,RESEARCHED_TEXAS_A_M_ONBOARDING,Texas A&M official records/schedules; owner-authorized conference tournament site workbook; official NCAA tournament history; targeted venue research.,Integrated from texas-a-m research portfolio after current-main physical-identity rebase.
VEN-000367,lakefront-arena,Lakefront Arena,New Orleans,LA,,,,RESEARCHED_TEXAS_A_M_ONBOARDING,Texas A&M official records/schedules; owner-authorized conference tournament site workbook; official NCAA tournament history; targeted venue research.,Integrated from texas-a-m research portfolio after current-main physical-identity rebase.
VEN-000368,old-gymnasium-nevada,Old Gymnasium (Nevada),Reno,NV,,,,RESEARCHED_TEXAS_A_M_ONBOARDING,Texas A&M official records/schedules; owner-authorized conference tournament site workbook; official NCAA tournament history; targeted venue research.,Integrated from texas-a-m research portfolio after current-main physical-identity rebase.
VEN-000369,redbird-arena,Redbird Arena,Normal,IL,,,,RESEARCHED_TEXAS_A_M_ONBOARDING,Texas A&M official records/schedules; owner-authorized conference tournament site workbook; official NCAA tournament history; targeted venue research.,Integrated from texas-a-m research portfolio after current-main physical-identity rebase.
VEN-000370,schollmaier-arena,Schollmaier Arena,Fort Worth,TX,,,,RESEARCHED_TEXAS_A_M_ONBOARDING,Texas A&M official records/schedules; owner-authorized conference tournament site workbook; official NCAA tournament history; targeted venue research.,Integrated from texas-a-m research portfolio after current-main physical-identity rebase.
VEN-000371,eugenio-guerra-sports-complex,Eugenio Guerra Sports Complex,Bayamón,PR,,,,RESEARCHED_EVENT_VENUE,"Ole Miss official 1998 Puerto Rico Holiday Classic notes identify Eugenio Guerra Sports Complex at Bayamon, Puerto Rico; Ohio State and Ole Miss official championship records establish the Dec. 23 title game in the tournament.","Physical venue used for the 1998 Puerto Rico Holiday Classic; source materials variously describe the tournament locality as San Juan and Bayamon, Puerto Rico."
VEN-000372,met-center,Met Center,Bloomington,MN,,,,RESEARCHED_USC_ONBOARDING,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Integrated from usc research portfolio after current-main physical-identity rebase.
VEN-000373,gill-coliseum,Gill Coliseum,Corvallis,OR,,,,RESEARCHED_USC_ONBOARDING,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Integrated from usc research portfolio after current-main physical-identity rebase.
VEN-000374,selland-arena,Selland Arena,Fresno,CA,,,,RESEARCHED_USC_ONBOARDING,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Integrated from usc research portfolio after current-main physical-identity rebase.
VEN-000375,intuit-dome,Intuit Dome,Inglewood,CA,,,,RESEARCHED_USC_ONBOARDING,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Integrated from usc research portfolio after current-main physical-identity rebase.
VEN-000376,the-forum,The Forum,Inglewood,CA,,,,RESEARCHED_USC_ONBOARDING,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Integrated from usc research portfolio after current-main physical-identity rebase.
VEN-000377,thomas-and-mack-center,Thomas & Mack Center,Las Vegas,NV,,,,RESEARCHED_USC_ONBOARDING,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Integrated from usc research portfolio after current-main physical-identity rebase.
VEN-000378,dee-glen-smith-spectrum,Dee Glen Smith Spectrum,Logan,UT,,,,RESEARCHED_USC_ONBOARDING,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Integrated from usc research portfolio after current-main physical-identity rebase.
VEN-000379,gersten-pavilion,Gersten Pavilion,Los Angeles,CA,,,,RESEARCHED_USC_ONBOARDING,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Integrated from usc research portfolio after current-main physical-identity rebase.
VEN-000380,lyon-center,Lyon Center,Los Angeles,CA,,,,RESEARCHED_USC_ONBOARDING,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Integrated from usc research portfolio after current-main physical-identity rebase.
VEN-000381,pan-pacific-auditorium,Pan-Pacific Auditorium,Los Angeles,CA,,,,RESEARCHED_USC_ONBOARDING,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Integrated from usc research portfolio after current-main physical-identity rebase.
VEN-000382,smith-fieldhouse,Smith Fieldhouse,Provo,UT,,,,RESEARCHED_USC_ONBOARDING,USC official schedule/record book; owner-authorized USC-relevant conference-tournament workbook where applicable; targeted NCAA/postseason institutional research.,Integrated from usc research portfolio after current-main physical-identity rebase.
VEN-000383,torodome,Torodome,Carson,CA,,,,RESEARCHED_USC_ONBOARDING,USC year-by-year raw CSUDH notation; contemporary Los Angeles Times temporary-home reporting; Cal State Dominguez Hills Athletics official facility identity.,Integrated from usc research portfolio after current-main physical-identity rebase.
VEN-000384,oregon-mens-gymnasium,Men's Gymnasium,Eugene,OR,1909,,YEAR,RESEARCHED_OREGON_ONBOARDING,University of Oregon institutional history identifies the new Men's Gymnasium completed in 1909; contemporary Eugene Daily Guard reporting identifies the 1910-02-12 Washington State game as the new gym's opening basketball contest.,Integrated from oregon research portfolio after current-main physical-identity rebase.
VEN-000385,oregon-old-gymnasium,Old University Gymnasium,Eugene,OR,1889,,YEAR,RESEARCHED_OREGON_ONBOARDING,University of Oregon institutional history identifies the first university gymnasium building in 1889; Oregon year-by-year home markers establish home games before the 1909 replacement.,Integrated from oregon research portfolio after current-main physical-identity rebase.
VEN-000386,anaheim-convention-center,Anaheim Convention Center,Anaheim,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000387,bakersfield-college-gymnasium,Bakersfield College Gymnasium,Bakersfield,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000388,baoshan-arena,Baoshan Arena,Shanghai,China,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000389,cannon-activities-center,Cannon Activities Center,Laie,HI,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000390,franklin-high-school-gymnasium,Franklin High School Gymnasium,Los Angeles,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000391,glendale-high-school-gymnasium,Glendale High School Gymnasium,Glendale,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000392,great-western-forum,Great Western Forum,Inglewood,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000393,harmon-gym,Haas Pavilion,Berkeley,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000394,hollywood-high-school-gymnasium,Hollywood High School Gymnasium,Los Angeles,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000395,houston-astrodome,Houston Astrodome,Houston,TX,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000396,jeppesen-fieldhouse,Jeppesen Fieldhouse,Houston,TX,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000397,kaiser-permanente-arena,Kaiser Permanente Arena,Santa Cruz,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
VEN-000398,kezar-pavilion,Kezar Pavilion,San Francisco,CA,,,,RESEARCHED_UCLA_ONBOARDING,UCLA 2025-26 Media Guide year-by-year/footnote evidence; UCLA facility history; owner-authorized conference-tournament site reference for UCLA scope; NCAA official site evidence; institutional reciprocal/archival research as documented.,Integrated from ucla research portfolio after current-main physical-identity rebase.
